property,location_area,property_location,total_price,area(sq-ft),price(sqft),face,outside_view,lat,long_,property_link,property_img_link,property_description
"Plot for Sale in Kalwar, Jaipur",kalwar road, kalwar,1300000,1000,1300,,road view,26.959136,75.658468,https://www.squareyards.com/resale-1000-sq-ft-plot-in-kalwar/9531511,https://img.squareyards.com/secondaryPortal/IN_638998578105400205-2711250430103010.jpeg?aio=w-360;h-250;crop;,"Here is a 1000 Square Feet plot in Kalwar, Jaipur, that presents a great opportunity for investment or building your home, available for just 13 lakh.This plot offers a clear Road View and is located in a safe and secure locality, making it an attractive option for those seeking peace of mind. Situated in a prime location and developed by"
"Plot for Sale in Jaipur Ajmer Express Highway, Jaipur",ajmer road, jaipur ajmer express highway,2593000,999,2595,east facing,garden view,26.874566,75.707516,https://www.squareyards.com/resale-111-sq-yd-plot-in-jaipur-ajmer-express-highway/9497710,https://img.squareyards.com/secondaryPortal/IN_638993365705789207-2111250342504250.jpg?aio=w-360;h-250;crop;,"What better place to start building your future than this 111 square yard plot on the Jaipur Ajmer Express Highway in Jaipur, offering a beautiful park view and an attractive price of 25.93 Lac.This prime location is part of a secure gated society, ensuring your peace of mind and a luxury lifestyle. Imagine your new home surrounded by fantastic amenities"
"Plot for Sale in Tonk Road, Jaipur",tonk road, tonk road,3200000,1260,2539,,,,,https://www.squareyards.com/resale-140-sq-yd-plot-in-shreenath-regency/9694997,https://img.squareyards.com/secondaryPortal/IN_639023636336015099-2612250433533353.jpeg?aio=w-360;h-250;crop;,"This 140 square yards plot in Tonk Road, Jaipur, available for 32 lac, presents an affordable entry into a safe and secure gated society. The location is prime, ensuring convenience and accessibility for daily life.Residents will appreciate the dedicated kids` play areas and the peace of mind that comes with 24 x 7 security and dedicated security staff.This plot is well-suited"
"Plot for Sale in Shivdaspura, Jaipur",shivdaspura, shivdaspura,3150000,981,3211,,,26.70697325,75.89825392,https://www.squareyards.com/resale-109-sq-yd-plot-in-shivdaspura/9369651,https://img.squareyards.com/secondaryPortal/IN_638974233416218088-3010251215411541.jpg?aio=w-360;h-250;crop;,"A 109 Square Feet plot in Shivdaspura, Jaipur, is available for 31.5 Lac, presenting a smart choice for investors or those planning their future home.This parcel of land offers a blank slate for you to design and construct a residence that perfectly suits your needs and lifestyle. Located in the developing area of Shivdaspura, it holds potential for growth and"
"Plot for Sale in Shivdaspura, Jaipur",shivdaspura, shivdaspura,3330000,999,3333,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-town/9274112,https://img.squareyards.com/secondaryPortal/IN_638954175090475883-07102507050959.jpeg?aio=w-360;h-250;crop;,Jda Approved plot Rera registered 0 Maintenance charges
"Plot for Sale in Ajairajpura, Jaipur",other, ajairajpura,1700000,900,1888,,,26.80120816,75.67705214,https://www.squareyards.com/resale-100-sq-yd-plot-in-pearl-avenue/9265561,https://img.squareyards.com/secondaryPortal/IN_638950896507939204-031025120050050.jpg?aio=w-360;h-250;crop;,"Looking for a place to build your future in Jaipur.This 100 square yard plot in Ajayrajpura, close to Mahindra World City, is now available for 17 lakh. It in a safe and secure area with a wide road leading to it, making it easy to access. You`ll find plenty of space for your family with a large green area, kids`"
"Plot for Sale in Bhankrota, Jaipur",bhakrota, bhankrota,1695000,900,1883,,,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-pearl-avenue-bhankrota/9248396,https://img.squareyards.com/secondaryPortal/IN_638947446853820731-2909251211251125.jpg?aio=w-360;h-250;crop;,"If you are looking for a place to build your future in Jaipur, this 100 square yard plot in Bhankrota could be just what you need, priced at 16.95 lakh. This location is known for its peaceful surroundings and is conveniently near the city center, making it easy to access everything you need.You`ll find it to be a safe and secure"
"Plot for Sale in Pratap Nagar, Jaipur",pratap nagar, pratap nagar,2100000,900,2333,,road view,26.8036533,75.8084579,https://www.squareyards.com/resale-100-sq-yd-plot-in-pratap-nagar/9818464,https://img.squareyards.com/secondaryPortal/optImages/IN_639044422189646935-1901260556585658.jpg?aio=w-360;h-250;crop;,"Invest in a promising future with this 100 square yard plot in Pratap Nagar, Jaipur, offered at 21 Lac.This road-facing plot is designed with Vastu compliance in mind, providing a serene environment for your future home.Residents will enjoy a lifestyle enriched by a suite of amenities, including a badminton court, jogging and cycle tracks, an attached market for daily needs,"
"Plot for Sale in Mahaveer Nagar, Jaipur",mahaveer nagar, mahaveer nagar,37000000,2300,16086,,road view,26.855163,75.788685,https://www.squareyards.com/resale-2300-sq-ft-plot-in-mahaveer-nagar/9837001,https://img.squareyards.com/secondaryPortal/optImages/IN_639046975385170012-2201260452185218.jpg?aio=w-360;h-250;crop;,"Gain immediate value with this 2300 square feet plot in Mahaveer Nagar, Jaipur, presented for sale at 3.7 crore.The land offers a direct road view, ensuring excellent visibility and easy access for future development or construction projects.Residents will appreciate the convenience of an attached market within close proximity, facilitating everyday shopping needs, and a pre-school nearby, making it an ideal"
"Plot for Sale in Kishorpura, Jaipur",kishorpura, kishorpura,8400000,2700,3111,,,26.9392965,75.6629807,https://www.squareyards.com/resale-300-sq-yd-plot-in-happy-residdancy/9578485,https://img.squareyards.com/secondaryPortal/IN_639006344290618033-0612250413491349.png?aio=w-360;h-250;crop;,"Thinking about where to plant your roots in Jaipur.Consider this 300 Square Yards plot in Kishorpura, offered at 84 Lac, a fantastic space for you to design and construct the home you have always envisioned. This property provides ample room to create a comfortable living space for your family or to develop something that will bring you good returns. The"
"Plot for Sale in Ajmer Road, Jaipur",ajmer road, ajmer road,5295000,900,5883,,,26.84610346,75.66814218,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9578228,https://img.squareyards.com/secondaryPortal/IN_639006311077990941-0612250318271827.jpg?aio=w-360;h-250;crop;,"For those with a vision for their future, a 100 Square Yards plot on Ajmer Road in Jaipur is now for sale at 52.95 Lac.This parcel of land presents a blank canvas, inviting you to design and construct the home you have always wanted or to make a shrewd investment in a developing area. Owning land here means you are"
"Plot for Sale in Hardhyanpura, Jaipur",hardhyanpura, hardhyanpura,5250000,1170,4487,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-130-sq-yd-plot-in-hardhyanpura/9790276,https://img.squareyards.com/secondaryPortal/optImages/IN_639040007902642838-1401260319501950.jpg?aio=w-360;h-250;crop;,"This 130 Square Yards plot in Hardhyanpura, Jaipur, presents a prime opportunity for astute investors and homebuilders alike.Offering a delightful park view, this land parcel is ideal for constructing a residence that harmonizes with nature and provides a peaceful outlook.The generous dimensions of the plot allow for flexible design choices, enabling you to create a home that perfectly matches your"
"Plot for Sale in Neota, Jaipur",neota, neota,3324000,999,3327,,,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-amber/9682756,https://img.squareyards.com/secondaryPortal/IN_639021776584367597-2412251254185418.jpg?aio=w-360;h-250;crop;,"This 111 Square Yard plot in Neota, Jaipur, is available for sale at 33.24 Lac, presenting a solid opportunity for individuals looking to build their dream home or make a sound investment in a growing area.The property’s size offers flexibility for various construction plans, catering to both compact and more spacious dwelling designs.Jaipur is a city known for its vibrant"
"Plot for Sale in Vatika, Jaipur",vatika/vatika road, vatika,3822000,1044,3660,east facing,garden view,26.7104936,75.8025492,https://www.squareyards.com/resale-116-sq-yd-plot-in-vatika/9251976,https://img.squareyards.com/secondaryPortal/optImages/IN_639044421860598985-1901260556265626.jpg?aio=w-360;h-250;crop;,"Secure a spacious 116 Square Yards plot in Vatika, Jaipur, with a tranquil Garden View, available for 38.22 Lac, offering a prime location with excellent connectivity and a variety of conveniences nearby. This freehold property boasts a wide road approach and is situated in a safe and secure locality, making it an ideal foundation for your dream home or a smart"
"Plot for Sale in Sanganer, Jaipur",sanganer, sanganer,10600000,1450,7310,,garden view,,,https://www.squareyards.com/resale-1450-sq-ft-plot-in-gokul-aangan-sanganer/9433951,https://img.squareyards.com/secondaryPortal/IN_638983958173677638-1011250623372337.jpg?aio=w-360;h-250;crop;,"Find your ideal spot for building a beautiful family home in Sanganer, Jaipur, with this 1450 Square Feet plot available for 1.06 crore.This property offers a garden view and is situated in a prime gated society, ensuring a peaceful and secure environment for your loved ones. Inside the society, you'll have access to amenities like kids' play areas, perfect for"
"Plot for Sale in Simliya Road, Jaipur",vatika/vatika road, simliya road,5100000,9000,566,,,,,https://www.squareyards.com/resale-1000-sq-yd-plot-in-ashiana-gulmohar-gardens-villas/9443452,https://img.squareyards.com/secondaryPortal/IN_638985540586939590-1211250220582058.png?aio=w-360;h-250;crop;,"Here is a 1000 square yard plot on Simliya Road in Jaipur, available for sale at 51 lakh, offering a chance to create your ideal home or investment in a prime location.This freehold property is part of a gated society, assuring security and a well-planned environment. Being associated with a reputed builder means you can expect quality construction and thoughtful"
"Plot for Sale in Diggi Road, Jaipur",diggi road, diggi road,5726000,3708,1544,,garden view,26.8018405,75.77791,https://www.squareyards.com/resale-412-sq-yd-plot-in-diggi-road/9734848,https://img.squareyards.com/secondaryPortal/optImages/IN_639032323256292653-050126055205525.jpg?aio=w-360;h-250;crop;,"Secure your future with this 412 Square Yards plot located on Diggi Road in Jaipur, Rajasthan, available for 57.26 Lac, offering a refreshing park view.This land is situated in a developing area of Jaipur, Rajasthan, making it a promising investment for building your ideal residence or for future financial gains.The convenience of nearby ATM's further enhances its practical appeal, ensuring"
"Plot for Sale in Kalwar Road, Jaipur",kalwar road, kalwar road,1250000,945,1322,,,26.952882,75.699332,https://www.squareyards.com/resale-105-sq-yd-plot-in-kalwar-road/9598718,https://img.squareyards.com/secondaryPortal/IN_639009743987598461-1012250239583958.jpeg?aio=w-360;h-250;crop;,"A 105 Square Yards plot is available for sale on Kalwar Road in Jaipur, priced at 12.5 Lac, providing a wonderful foundation for your future home or a smart investment.This plot is located in a safe and secure gated society, offering peace of mind with 24x7 security. The area is known for its affordability, making it an excellent choice for"
"Plot for Sale in Vatika Road, Jaipur",vatika/vatika road, vatika road,3295000,900,3661,east facing,garden view,26.7140841,75.801459,https://www.squareyards.com/resale-100-sq-yd-plot-in-gunsagar-valley-lakhna-ro/9258666,https://img.squareyards.com/secondaryPortal/IN_638948456904450371-3009250414501450.png?aio=w-360;h-250;crop;,"You will find a fantastic 100 square yard plot for sale on Vatika Road in Jaipur, priced at 32.95 lakh, offering a prime location that is also conveniently near the city center.This freehold property, plot number 261, boasts a lovely park view and is perfect for families looking to build their dream home or for investors seeking a valuable asset."
"Plot for Sale in Kalwara, Jaipur",kalwara, kalwara,1370000,990,1383,,road view,,,https://www.squareyards.com/resale-110-sq-yd-plot-in-mahindra-world-city-jaipur/9660352,https://img.squareyards.com/secondaryPortal/IN_639017663085168231-1912250638283828.jpg?aio=w-360;h-250;crop;,"Here is a 110 square yard plot available in Kalwara, Jaipur, for 13.7 lakh, offering a great chance to own land in a prime location.This plot is situated in a safe and secure locality with a peaceful vicinity, making it an ideal spot to build your dream home or as a smart investment. Being near the city center, you will"
