property_type,property,location_area,location,total_price,price_sqft,area(sq-ft),bhk,bath,has_balcony,area_type,covered_parking,open_parking,pooja_room,servant_room,study_room,extra_rooms,floor,furnished_status,property_status,marble_floor,property_link,property_description
 Flat ,"1 BHK Flat for Sale in Jeerota, Jaipur",jeerota, Jeerota,3500000,7368,475,1,1,TRUE,Built-up Area,1,,0,0,0,0,4,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-475-sq-ft-apartment-in-redwood-magnus/9215594,"For those seeking a vibrant living experience in Jaipur Jeerota, this furnished one-bedroom Flats in Redwood Magnus presents a compelling proposition at 35 Lac. Situated on the fourth floor of a six-story building, this 475 square feet home offers a pleasant road view from its balcony.You will appreciate the convenience of a dedicated parking spot and the peace of mind that"
 Flat ,"3 BHK Flat for Sale in Dholai, Jaipur",dholai, Dholai,9263000,5749,1611,3,3,FALSE,Saleable Area,1,,0,0,0,0,6,semi-furnished,Under Construction,,https://www.squareyards.com/resale-3-bhk-1611-sq-ft-apartment-in-reliant-floresta/9187160,"A bright and spacious 3-bedroom, 3-bathroom Flats is available for sale in Jaipur Dholai area, offering a wonderful living experience for your family.Located in the sought-after Reliant Floresta project on the 6th floor of a 12-story building, this unfurnished apartment spans 1611 square feet and faces the road, promising plenty of sunlight throughout the day. For your convenience and enjoyment,"
 Flat ,"3 BHK Flat for Sale in Malviya Nagar, Jaipur",central jaipur, Malviya Nagar,6200000,4133,1500,3,3,TRUE,Built-up Area,1,1,0,0,0,0,1,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-apartment-in-nand-residency/9264307,"Consider this well-appointed 3-bedroom, 3-bathroom furnished Flats in the peaceful vicinity of Malviya Nagar, Jaipur, now available for sale at 62 lakh. Spanning 1500 square feet on the first floor of a four-story building, this home offers a road view from its balcony and comes with one dedicated parking space.Built within the last 2 to 4 years, its situated on a"
 Flat ,"4 BHK Flat for Sale in Tilak Nagar, Jaipur",central jaipur, Tilak Nagar,21000000,7792,2695,4,4,FALSE,Built-up Area,2,,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,Marble Flooring,https://www.squareyards.com/resale-4-bhk-2695-sq-ft-apartment-in-tilak-nagar/9574285,"This semi-furnished, 4-bedroom, 4-bathroom Flats in Jaipur Tilak Nagar presents a wonderful chance to invest or settle down. Spanning 2695 square feet with a serene garden view, it located in a prime area with a wide road and is part of a gated society, offering both convenience and security.You`ll appreciate the ample parking for two vehicles and the building modern amenities,"
 Flat ,"2 BHK Flat for Sale in Muhana, Jaipur",muhana, Muhana,2200000,3839,573,2,2,FALSE,Saleable Area,1,,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-573-sq-ft-apartment-in-ssbc-prangan/9201065,"Here is a wonderful 2-bedroom, 2-bathroom Flats for sale in SSBC Prangan, Muhana, Jaipur, for 22 Lac. This semi-furnished home offers 573 square feet of well-ventilated living space and a road view.You will appreciate the secure and safe locality, perfect for a luxury lifestyle, featuring a gymnasium, kids` play areas, a jogging and cycle track, power backup, and 24x7 security.The apartment"
 Flat ,"3.5 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,16800000,7720,2176,3.5,4,TRUE,Built-up Area,2,,0,1,0,0,1,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-5-bhk-servant-room-2176-sq-ft-apartment-in-trimurty-ariana-phase-ii/9155839,"3 BHK duplex with servant room overlooking the infinity pool and garden which you can enjoy from the swing in the balcony.4 balconies, and 4 bathrooms drawing and dining on 1st floor and a living room on 2nd floor. Fully furnished, just get your personal belongings and start living from day 1."
 Flat ,"3 BHK Flat for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,7000000,4117,1700,3,2,FALSE,Built-up Area,2,1,0,0,0,0,Not Available,semi-furnished,Ready To Move,Marble Flooring,https://www.squareyards.com/resale-3-bhk-1700-sq-ft-apartment-in-vaishali-nagar/9635220,"A spacious 3-bedroom, semi-furnished Flats offering 1700 square feet of well-maintained living space is now available for sale in Jaipur Vaishali Nagar for 70 Lac.This home overlooks a beautiful garden, providing a peaceful view, and comes with the convenience of two parking spots. You will find everything you need within the complex, including a gymnasium, swimming pool, kids' play areas,"
 Flat ,"2 BHK Flat for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,4550000,4887,931,2,2,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-931-sq-ft-apartment-in-krishna-empire/9359096,"Consider this unfurnished two-bedroom, two-bathroom Flats in Jaipur Vaishali Nagar as your next smart investment, priced at 45.5 lac for 931 square feet of comfortable living space.Located in a safe and secure locality from a reputed builder, this well-maintained property boasts a prime location with the convenience of 24x7 security and nearby ATMs, making everyday living simple and stress-free. With"
 Flat ,"1 BHK Flat for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,2250000,3461,650,1,1,FALSE,Built-up Area,2,1,0,0,0,0,6,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-650-sq-ft-apartment-in-kediaz-corporate-club/9175435,"Here is a great Flats available in Jaipur Vaishali Nagar for 22.5 Lac.This unfurnished 1-bedroom, 1-bathroom apartment is located in the Kediaz Corporate Club project and offers a pleasant pool view from its 6th-floor position in the 12-story building. Spread across 650 Square Feet, it comes with two parking spots, a valuable feature. The apartment is Vastu compliant and situated"
 Flat ,"3 BHK Flat for Sale in Meenawala, Jaipur",gokulpura, Meenawala,4300000,3583,1200,3,3,FALSE,Built-up Area,1,,0,0,0,0,3,Semi-Furnished,,,https://www.squareyards.com/resale-3-bhk-1200-sq-ft-apartment-in-hanumant-raghunandan-heights/9043551,"3 BHK Flat for Rent/Sale  Raghunandan Heights, Meenawala, Jaipur (302012)Spacious and well-maintained 3 BHK flat available at Raghunandan Heights, located behind Government School, Sirsi Road, Meenawala. 24/7 Water Supply Uninterrupted Electricity Well-connected Location  Close to main road, hospitals, schools, and market Near Capital Galleria Mall  Prime location with all amenities nearbyPeaceful Residential Area Contact: 233"
 Flat ,"3 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,6200000,4087,1517,3,3,FALSE,Built-up Area,1,1,0,0,0,0,3,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1517-sq-ft-apartment-in-jagatpura/8379773,Luxurious 3BHK jumbo large spacious JDA approved loanable flats.  174With all latest modern facilities.
 Flat ,"3 BHK Flat for Sale in Gandhi Path, Jaipur",gandhi path, Gandhi Path,6500000,4720,1377,3,3,FALSE,Saleable Area,,,1,0,0,0,1,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1377-sq-ft-apartment-in-ganga-royal-gravitaz/8901657,Premium Residential 3bhk appartment for sale@ heart of Vaishali nagar extension gandhipath Area :1500 sq ft
 Flat ,"4 BHK Flat for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,20000000,6451,3100,4,4,FALSE,Built-up Area,2,2,0,0,0,0,4,semi-furnished,,Marble Flooring,https://www.squareyards.com/resale-4-bhk-3100-sq-ft-apartment-in-vaishali-nager/8971961,"Experience elevated living in Jaipur sought-after Vaishali Nagar with this semi-furnished 4-bedroom, 4-bathroom Flats, perfectly situated on the 4th floor.Priced at 2 crore, this spacious 3100 square feet home boasts a delightful garden view and benefits from ample natural light and ventilation, adhering to Vastu principles for harmonious living. Located in a prime area with schools nearby, this property is"
 Flat ,"3 BHK Flat for Sale in Gandhi Path, Jaipur",gandhi path, Gandhi Path,9400000,5000,1880,3,3,FALSE,Built-up Area,,,1,0,0,0,3,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1880-sq-ft-apartment-in-vardhman-arcadia-greens/8916273,"Experience the epitome of modern living in this stunning 3bedroom Flats located in the prestigious Vardhman Arcadia Greens on Gandhi Path, Jaipur.Priced attractively at 94 lakh, this lavish residence spans 1880 square feet and boasts a serene park view that enhances its charm. The apartment is newly constructed, ensuring a fresh and contemporary ambiance with highquality finishes and furnishings"
 Flat ,"3 BHK Flat for Sale in Patrakar Colony, Jaipur",patrakar colony, Patrakar Colony,6005000,6347,946,3,3,FALSE,Carpet Area,1,,1,0,0,0,Not Available,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-946-sq-ft-apartment-in-shubham-shubh-nikunj/9099932,"Experience the joys of homeownership in this ready-to-move-in, fully furnished three-bedroom, three-bathroom Flats in Jaipur Patrakar Colony, part of the Shubham Shubh Nikunj project.Priced at 60.05 Lac, this 946 Square Feet apartment offers a delightful Road View from its location within a property that is only two to four years old. Residents will enjoy a lifestyle enhanced by a host"
 Flat ,"3 BHK Flat for Sale in New Sanganer Road, Jaipur",sanganer, New Sanganer Road,5700000,2850,2000,3,3,FALSE,Built-up Area,,,1,0,0,1,4,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-2000-sq-ft-apartment-in-urbana-jewels/8910086,"This stunning Flats, located in the vibrant New Sanganer Road area of Jaipur, offers an exceptional investment opportunity for families seeking a modern and comfortable living space.Priced at 57 lakh, this fully renovated property spans an impressive 2000 square feet and is situated on the 4th floor of the Urbana Jewels project, which boasts a total of 10 floors, ensuring"
 Flat ,"3 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,5500000,3666,1500,3,3,FALSE,Saleable Area,1,1,0,0,0,0,1,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-apartment-in-sarthak-paradise/9110639,"Picture yourself living in Jaipur peaceful Jagatpura neighborhood at Sarthak Paradise, where this semi-furnished, 3-bedroom, 3-bathroom Flats is now for sale.Priced at 55 Lac, this 1500 square feet home faces a wide road and offers great amenities like a gymnasium, kids' play areas, power backup, 24 x 7 security, and a clubhouse. With only one dedicated parking space and its"
 Flat ,"3 BHK Flat for Sale in Jhotwara, Jaipur",jhotwara, Jhotwara,6200000,81578,76,3,3,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-76-sq-yd-apartment-in-shree-balaji-chamber-and/9090029,"For those seeking a tranquil and secure place to call home in Jaipur, this semi-furnished 3-bedroom, 3-bathroom Flats in Kardhni Jhotwara offers a wonderful prospect at 62 lac. Located in a gated society, this property provides a peaceful vicinity and a safe environment for your family.The apartment spans 76 square yards and offers a pleasant garden view, perfect for enjoying quiet"
 Flat ,"2 BHK Flat for Sale in Beelwa Kalan, Jaipur",other, Beelwa Kalan,4500000,4891,920,2,2,FALSE,Saleable Area,,,0,0,0,1,3,semi-furnished,Under Construction,,https://www.squareyards.com/resale-2-bhk-extra-room-920-sq-ft-apartment-in-beelwa-kalan/8932568,"Consider a stylish and modern 2-bedroom, 2-bathroom Flats for sale in Jaipurs Beelwa Kalan, part of the Midas Four Way Homes Beel project.This semi-furnished home offers 920 Square Feet of living space on the 3rd floor of a 12-story building and comes with one dedicated parking spot. Youll enjoy a luxurious lifestyle with access to amenities like a badminton court,"
Studio Flat,"Studio Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,4100000,9403,436,Studio,1,FALSE,Saleable Area,,,0,0,0,0,6,Furnished,Under Construction,,https://www.squareyards.com/resale-studio-436-sq-ft-apartment-in-jagatpura/9071865,"This studio Flats in Jagatpura, Jaipur, is a furnished gem offering a comfortable living space for 41 Lac.Spread across 436 square feet, this home comes with one bathroom and a host of amenities designed for convenience and enjoyment, including dedicated kids` play areas, a restaurant, a club house, and a food court right within the premises. You will also benefit"
 Flat ,"3 BHK Flat for Sale in Ambabari, Jaipur",other, Ambabari,13000000,7420,1752,3,3,FALSE,Built-up Area,1,1,0,0,0,0,6,semi-furnished,,Marble Flooring,https://www.squareyards.com/resale-3-bhk-1752-sq-ft-apartment-in-dhanuka-sunshine-kalyan/9018740,"Here is a wonderful chance to own a spacious 1752 square feet Flats in Jaipur Ambabari neighborhood.Priced at 1.3 crore, this semi-furnished 3-bedroom, 3-bathroom home is located on the 6th floor of the Dhanuka Sunshine Kalyan project, offering a pleasant road view and a 5-7 year property age. Residents will enjoy the convenience of central air conditioning and central Wi-Fi,"
 Flat ,"4 BHK Flat for Sale in Nirman Nagar, Jaipur",nirman nagar, Nirman Nagar,14500000,6891,2104,4,4,FALSE,Saleable Area,1,1,1,0,0,0,1,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-4-bhk-pooja-room-2104-sq-ft-apartment-in-nirman-nagar/9007654,"This 4-bedroom, 4-bathroom Flats in Nirman Nagar, Jaipur offers a wonderful lifestyle for families looking for comfort and security.Priced at 1.45 Crore, this semi-furnished home spans 2103 Square Feet and is situated on the first floor of a 6-story building, boasting a pleasant Road View. Living here means youll have access to a wide range of amenities designed for a"
 Flat ,"2 BHK Flat for Sale in Hathoj, Jaipur",other, Hathoj,2200000,2813,782,2,2,FALSE,Carpet Area,6,6,0,0,0,0,3,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-782-sq-ft-apartment-in-mjb-heights/9031057,"2 Bhk flat with 2 bathroomGated societyGaurd, common light backup, four side road building, basment parking, ground parking, roof top garden, kids play area, movie theater, cctc camera,300 metr distance from main kalwar road, building situated at main Manglam city gate"
 Flat ,"3 BHK Flat for Sale in Bhankrota, Jaipur",bhakrota, Bhankrota,6100000,4660,1309,3,2,FALSE,Saleable Area,1,1,0,0,0,0,10,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1309-sq-ft-apartment-in-the-century-elite/9105274,"Secure a comfortable lifestyle in Jaipur Bhankrota with this unfurnished 3-bedroom, 2-bathroom Flats in The Century Elite, priced at 61 Lac. Located on the 10th floor of a 12-story building, this 1309 square feet home offers a pleasant Road View and includes one dedicated parking space.Enjoy access to a gymnasium, swimming pool, kids` play areas, and a jogging/cycle track, perfect for"
 Flat ,"3 BHK Flat for Sale in Chordiya City, Jaipur",ajmer road, Chordiya City,4700000,3784,1242,3,2,FALSE,Built-up Area,1,1,0,0,0,0,2,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1242-sq-ft-apartment-in-shri-anandam-heights/9187574,"Consider a comfortable lifestyle in Jaipur at Shri Anandam Heights, where this furnished 3-bedroom, 2-bathroom Flats is available for sale at 47 Lac.Situated on the 2nd floor of a 7-story building, this 1242 square feet home offers a lovely road view and comes with 1 dedicated parking spot. The apartment is fully furnished, making your move much easier, and includes"
